OldDamAssetId,RunnerId,NewDamAssetId
2817391,4659369,4659369rid
2817390,4659368,4659368rid
2817361,4659367,4659367rid
2817360,4659366,4659366rid
2817358,4659365,4659365rid
2817356,4659364,4659364rid
2817355,4659363,4659363rid
2817354,4659362,4659362rid
2817336,4659361,4659361rid
2819002,4659360,4659360rid
2818559,4659359,4659359rid
2818270,4659358,4659358rid
2818240,4659357,4659357rid
2818222,4659356,4659356rid
2818180,4659355,4659355rid
2818149,4659354,4659354rid
2818144,4659353,4659353rid
2818143,4659352,4659352rid
2818109,4659351,4659351rid
2818100,4659350,4659350rid
2818097,4659349,4659349rid
2818096,4659348,4659348rid
2818095,4659347,4659347rid
2818093,4659346,4659346rid
2819049,4659345,4659345rid
2819048,4659344,4659344rid
2819047,4659343,4659343rid
2819042,4659342,4659342rid
2819029,4659341,4659341rid
2819028,4659340,4659340rid
2819027,4659339,4659339rid
2819025,4659338,4659338rid
2819021,4659337,4659337rid
2819020,4659336,4659336rid
2819019,4659335,4659335rid
2819017,4659334,4659334rid
2819014,4659333,4659333rid
2819011,4659332,4659332rid
2819004,4659331,4659331rid
2819151,4659330,4659330rid
2819147,4659329,4659329rid
2819145,4659328,4659328rid
2819144,4659327,4659327rid
2819143,4659326,4659326rid
2819142,4659325,4659325rid
2819125,4659324,4659324rid
2819124,4659323,4659323rid
2819123,4659322,4659322rid
2819087,4659321,4659321rid
2819085,4659320,4659320rid
2819084,4659319,4659319rid
2819081,4659318,4659318rid
2819067,4659317,4659317rid
2819055,4659316,4659316rid
2819216,4659315,4659315rid
2819206,4659314,4659314rid
2819201,4659313,4659313rid
2819200,4659312,4659312rid
2819194,4659311,4659311rid
2819191,4659310,4659310rid
2819189,4659309,4659309rid
2819188,4659308,4659308rid
2819177,4659307,4659307rid
2819175,4659306,4659306rid
2819165,4659305,4659305rid
2819163,4659304,4659304rid
2819159,4659303,4659303rid
2819156,4659302,4659302rid
2819154,4659301,4659301rid
2819541,4659300,4659300rid
2819529,4659299,4659299rid
2819528,4659298,4659298rid
2819527,4659297,4659297rid
2819526,4659296,4659296rid
2819525,4659295,4659295rid
2819524,4659294,4659294rid
2819522,4659293,4659293rid
2819513,4659292,4659292rid
2819512,4659291,4659291rid
2819509,4659290,4659290rid
2819508,4659289,4659289rid
2819507,4659288,4659288rid
2819502,4659287,4659287rid
2819501,4659286,4659286rid
2819557,4659285,4659285rid
2819556,4659284,4659284rid
2819555,4659283,4659283rid
2819554,4659282,4659282rid
2819553,4659281,4659281rid
2819552,4659280,4659280rid
2819551,4659279,4659279rid
2819550,4659278,4659278rid
2819549,4659277,4659277rid
2819548,4659276,4659276rid
2819547,4659275,4659275rid
2819545,4659274,4659274rid
2819544,4659273,4659273rid
2819543,4659272,4659272rid
2819542,4659271,4659271rid
2819626,4659270,4659270rid
2819589,4659269,4659269rid
2819588,4659268,4659268rid
2819571,4659267,4659267rid
2819569,4659266,4659266rid
2819568,4659265,4659265rid
2819567,4659264,4659264rid
2819566,4659263,4659263rid
2819565,4659262,4659262rid
2819564,4659261,4659261rid
2819563,4659260,4659260rid
2819562,4659259,4659259rid
2819561,4659258,4659258rid
2819560,4659257,4659257rid
2819558,4659256,4659256rid
2819889,4659255,4659255rid
2819888,4659254,4659254rid
2819887,4659253,4659253rid
2819886,4659252,4659252rid
2819885,4659251,4659251rid
2819884,4659250,4659250rid
2819883,4659249,4659249rid
2819882,4659248,4659248rid
2819881,4659247,4659247rid
2819823,4659246,4659246rid
2819822,4659245,4659245rid
2819821,4659244,4659244rid
2819820,4659243,4659243rid
2819819,4659242,4659242rid
2819744,4659241,4659241rid
2819904,4659240,4659240rid
2819903,4659239,4659239rid
2819902,4659238,4659238rid
2819901,4659237,4659237rid
2819900,4659236,4659236rid
2819899,4659235,4659235rid
2819898,4659234,4659234rid
2819897,4659233,4659233rid
2819896,4659232,4659232rid
2819895,4659231,4659231rid
2819894,4659230,4659230rid
2819893,4659229,4659229rid
2819892,4659228,4659228rid
2819891,4659227,4659227rid
2819890,4659226,4659226rid
2819923,4659225,4659225rid
2819920,4659224,4659224rid
2819919,4659223,4659223rid
2819918,4659222,4659222rid
2819917,4659221,4659221rid
2819916,4659220,4659220rid
2819915,4659219,4659219rid
2819914,4659218,4659218rid
2819913,4659217,4659217rid
2819910,4659216,4659216rid
2819909,4659215,4659215rid
2819908,4659214,4659214rid
2819907,4659213,4659213rid
2819906,4659212,4659212rid
2819905,4659211,4659211rid
2819944,4659210,4659210rid
2819943,4659209,4659209rid
2819941,4659208,4659208rid
2819940,4659207,4659207rid
2819939,4659206,4659206rid
2819936,4659205,4659205rid
2819935,4659204,4659204rid
2819933,4659203,4659203rid
2819932,4659202,4659202rid
2819931,4659201,4659201rid
2819929,4659200,4659200rid
2819927,4659199,4659199rid
2819926,4659198,4659198rid
2819925,4659197,4659197rid
2819924,4659196,4659196rid
2820421,4659195,4659195rid
2820335,4659194,4659194rid
2820327,4659193,4659193rid
2820259,4659192,4659192rid
2820213,4659191,4659191rid
2820182,4659190,4659190rid
2820178,4659189,4659189rid
2820177,4659188,4659188rid
2820111,4659187,4659187rid
2819967,4659186,4659186rid
2819965,4659185,4659185rid
2819964,4659184,4659184rid
2819961,4659183,4659183rid
2819960,4659182,4659182rid
2819959,4659181,4659181rid
2820741,4659180,4659180rid
2820740,4659179,4659179rid
2820736,4659178,4659178rid
2820735,4659177,4659177rid
2820734,4659176,4659176rid
2820733,4659175,4659175rid
2820732,4659174,4659174rid
2820725,4659173,4659173rid
2820724,4659172,4659172rid
2820713,4659171,4659171rid
2820482,4659170,4659170rid
2820454,4659169,4659169rid
2820437,4659168,4659168rid
2820430,4659167,4659167rid
2820429,4659166,4659166rid
2821607,4659165,4659165rid
2821605,4659164,4659164rid
2821604,4659163,4659163rid
2821602,4659162,4659162rid
2821598,4659161,4659161rid
2821596,4659160,4659160rid
2821595,4659159,4659159rid
2821594,4659158,4659158rid
2821592,4659157,4659157rid
2821581,4659156,4659156rid
2821199,4659155,4659155rid
2820793,4659154,4659154rid
2820750,4659153,4659153rid
2820749,4659152,4659152rid
2820748,4659151,4659151rid
2821703,4659150,4659150rid
2821702,4659149,4659149rid
2821701,4659148,4659148rid
2821700,4659147,4659147rid
2821699,4659146,4659146rid
2821690,4659145,4659145rid
2821689,4659144,4659144rid
2821685,4659143,4659143rid
2821681,4659142,4659142rid
2821659,4659141,4659141rid
2821647,4659140,4659140rid
2821640,4659139,4659139rid
2821618,4659138,4659138rid
2821615,4659137,4659137rid
2821613,4659136,4659136rid
2821722,4659135,4659135rid
2821720,4659134,4659134rid
2821717,4659133,4659133rid
2821716,4659132,4659132rid
2821715,4659131,4659131rid
2821714,4659130,4659130rid
2821713,4659129,4659129rid
2821712,4659128,4659128rid
2821711,4659127,4659127rid
2821710,4659126,4659126rid
2821709,4659125,4659125rid
2821707,4659124,4659124rid
2821706,4659123,4659123rid
2821705,4659122,4659122rid
2821704,4659121,4659121rid
2821825,4659120,4659120rid
2821786,4659119,4659119rid
2821785,4659118,4659118rid
2821784,4659117,4659117rid
2821749,4659116,4659116rid
2821748,4659115,4659115rid
2821747,4659114,4659114rid
2821746,4659113,4659113rid
2821744,4659112,4659112rid
2821735,4659111,4659111rid
2821734,4659110,4659110rid
2821733,4659109,4659109rid
2821728,4659108,4659108rid
2821727,4659107,4659107rid
2821726,4659106,4659106rid
2821933,4659105,4659105rid
2821932,4659104,4659104rid
2821929,4659103,4659103rid
2821876,4659102,4659102rid
2821875,4659101,4659101rid
2821874,4659100,4659100rid
2821873,4659099,4659099rid
2821872,4659098,4659098rid
2821871,4659097,4659097rid
2821870,4659096,4659096rid
2821856,4659095,4659095rid
2821846,4659094,4659094rid
2821845,4659093,4659093rid
2821844,4659092,4659092rid
2821826,4659091,4659091rid
2821988,4659090,4659090rid
2821987,4659089,4659089rid
2821984,4659088,4659088rid
2821978,4659087,4659087rid
2821977,4659086,4659086rid
2821976,4659085,4659085rid
2821975,4659084,4659084rid
2821974,4659083,4659083rid
2821963,4659082,4659082rid
2821956,4659081,4659081rid
2821945,4659080,4659080rid
2821943,4659079,4659079rid
2821940,4659078,4659078rid
2821938,4659077,4659077rid
2821936,4659076,4659076rid
2822061,4659075,4659075rid
2822060,4659074,4659074rid
2822057,4659073,4659073rid
2822055,4659072,4659072rid
2822052,4659071,4659071rid
2822041,4659070,4659070rid
2822038,4659069,4659069rid
2822037,4659068,4659068rid
2822021,4659067,4659067rid
2822019,4659066,4659066rid
2821998,4659065,4659065rid
2821995,4659064,4659064rid
2821994,4659063,4659063rid
2821993,4659062,4659062rid
2821992,4659061,4659061rid
2822248,4659060,4659060rid
2822247,4659059,4659059rid
2822246,4659058,4659058rid
2822245,4659057,4659057rid
2822244,4659056,4659056rid
2822243,4659055,4659055rid
2822242,4659054,4659054rid
2822241,4659053,4659053rid
2822239,4659052,4659052rid
2822233,4659051,4659051rid
2822184,4659050,4659050rid
2822183,4659049,4659049rid
2822064,4659048,4659048rid
2822063,4659047,4659047rid
2822062,4659046,4659046rid
2823578,4659045,4659045rid
2823533,4659044,4659044rid
2823462,4659043,4659043rid
2823453,4659042,4659042rid
2823365,4659041,4659041rid
2823324,4659040,4659040rid
2822404,4659039,4659039rid
2822365,4659038,4659038rid
2822364,4659037,4659037rid
2822324,4659036,4659036rid
2822305,4659035,4659035rid
2822304,4659034,4659034rid
2822266,4659033,4659033rid
2822265,4659032,4659032rid
2822264,4659031,4659031rid
2823724,4659030,4659030rid
2823708,4659029,4659029rid
2823691,4659028,4659028rid
2823690,4659027,4659027rid
2823689,4659026,4659026rid
2823688,4659025,4659025rid
2823687,4659024,4659024rid
2823686,4659023,4659023rid
2823685,4659022,4659022rid
2823684,4659021,4659021rid
2823675,4659020,4659020rid
2823652,4659019,4659019rid
2823634,4659018,4659018rid
2823624,4659017,4659017rid
2823597,4659016,4659016rid
2823739,4659015,4659015rid
2823738,4659014,4659014rid
2823737,4659013,4659013rid
2823736,4659012,4659012rid
2823735,4659011,4659011rid
2823734,4659010,4659010rid
2823733,4659009,4659009rid
2823732,4659008,4659008rid
2823731,4659007,4659007rid
2823730,4659006,4659006rid
2823729,4659005,4659005rid
2823728,4659004,4659004rid
2823727,4659003,4659003rid
2823726,4659002,4659002rid
2823725,4659001,4659001rid
2823754,4659000,4659000rid
2823753,4658999,4658999rid
2823752,4658998,4658998rid
2823751,4658997,4658997rid
2823750,4658996,4658996rid
2823749,4658995,4658995rid
2823748,4658994,4658994rid
2823747,4658993,4658993rid
2823746,4658992,4658992rid
2823745,4658991,4658991rid
2823744,4658990,4658990rid
2823743,4658989,4658989rid
2823742,4658988,4658988rid
2823741,4658987,4658987rid
2823740,4658986,4658986rid
2824564,4658985,4658985rid
2824563,4658984,4658984rid
2824562,4658983,4658983rid
2824561,4658982,4658982rid
2824560,4658981,4658981rid
2824555,4658980,4658980rid
2824554,4658979,4658979rid
2824544,4658978,4658978rid
2824366,4658977,4658977rid
2824340,4658976,4658976rid
2824332,4658975,4658975rid
2824165,4658974,4658974rid
2823944,4658973,4658973rid
2823756,4658972,4658972rid
2823755,4658971,4658971rid
2824653,4658970,4658970rid
2824652,4658969,4658969rid
2824651,4658968,4658968rid
2824650,4658967,4658967rid
2824649,4658966,4658966rid
2824648,4658965,4658965rid
2824646,4658964,4658964rid
2824645,4658963,4658963rid
2824631,4658962,4658962rid
2824630,4658961,4658961rid
2824629,4658960,4658960rid
2824586,4658959,4658959rid
2824585,4658958,4658958rid
2824584,4658957,4658957rid
2824565,4658956,4658956rid
2824706,4658955,4658955rid
2824705,4658954,4658954rid
2824704,4658953,4658953rid
2824703,4658952,4658952rid
2824702,4658951,4658951rid
2824701,4658950,4658950rid
2824700,4658949,4658949rid
2824699,4658948,4658948rid
2824692,4658947,4658947rid
2824691,4658946,4658946rid
2824684,4658945,4658945rid
2824669,4658944,4658944rid
2824656,4658943,4658943rid
2824655,4658942,4658942rid
2824654,4658941,4658941rid
2824860,4658940,4658940rid
2824803,4658939,4658939rid
2824749,4658938,4658938rid
2824726,4658937,4658937rid
2824725,4658936,4658936rid
2824724,4658935,4658935rid
2824715,4658934,4658934rid
2824714,4658933,4658933rid
2824713,4658932,4658932rid
2824712,4658931,4658931rid
2824711,4658930,4658930rid
2824710,4658929,4658929rid
2824709,4658928,4658928rid
2824708,4658927,4658927rid
2824707,4658926,4658926rid
2825264,4658925,4658925rid
2825252,4658924,4658924rid
2825251,4658923,4658923rid
2825250,4658922,4658922rid
2825246,4658921,4658921rid
2825245,4658920,4658920rid
2825244,4658919,4658919rid
2825236,4658918,4658918rid
2825235,4658917,4658917rid
2825234,4658916,4658916rid
2825233,4658915,4658915rid
2825232,4658914,4658914rid
2825231,4658913,4658913rid
2825229,4658912,4658912rid
2825227,4658911,4658911rid
2825404,4658910,4658910rid
2825393,4658909,4658909rid
2825392,4658908,4658908rid
2825391,4658907,4658907rid
2825390,4658906,4658906rid
2825389,4658905,4658905rid
2825388,4658904,4658904rid
2825387,4658903,4658903rid
2825386,4658902,4658902rid
2825353,4658901,4658901rid
2825335,4658900,4658900rid
2825326,4658899,4658899rid
2825325,4658898,4658898rid
2825274,4658897,4658897rid
2825270,4658896,4658896rid
2825420,4658895,4658895rid
2825419,4658894,4658894rid
2825418,4658893,4658893rid
2825417,4658892,4658892rid
2825416,4658891,4658891rid
2825415,4658890,4658890rid
2825414,4658889,4658889rid
2825413,4658888,4658888rid
2825412,4658887,4658887rid
2825411,4658886,4658886rid
2825410,4658885,4658885rid
2825409,4658884,4658884rid
2825408,4658883,4658883rid
2825407,4658882,4658882rid
2825405,4658881,4658881rid
2826218,4658880,4658880rid
2826052,4658879,4658879rid
2825555,4658878,4658878rid
2825552,4658877,4658877rid
2825523,4658876,4658876rid
2825521,4658875,4658875rid
2825517,4658874,4658874rid
2825516,4658873,4658873rid
2825515,4658872,4658872rid
2825514,4658871,4658871rid
2825513,4658870,4658870rid
2825512,4658869,4658869rid
2825511,4658868,4658868rid
2825510,4658867,4658867rid
2825470,4658866,4658866rid
2826341,4658865,4658865rid
2826340,4658864,4658864rid
2826339,4658863,4658863rid
2826338,4658862,4658862rid
2826336,4658861,4658861rid
2826334,4658860,4658860rid
2826333,4658859,4658859rid
2826332,4658858,4658858rid
2826331,4658857,4658857rid
2826329,4658856,4658856rid
2826327,4658855,4658855rid
2826325,4658854,4658854rid
2826324,4658853,4658853rid
2826323,4658852,4658852rid
2826322,4658851,4658851rid
2828082,4658850,4658850rid
2828080,4658849,4658849rid
2828079,4658848,4658848rid
2827908,4658847,4658847rid
2827888,4658846,4658846rid
2827876,4658845,4658845rid
2827875,4658844,4658844rid
2827874,4658843,4658843rid
2827843,4658842,4658842rid
2827378,4658841,4658841rid
2826908,4658840,4658840rid
2826879,4658839,4658839rid
2826708,4658838,4658838rid
2826705,4658837,4658837rid
2826351,4658836,4658836rid
2828476,4658835,4658835rid
2828451,4658834,4658834rid
2828369,4658833,4658833rid
2828243,4658832,4658832rid
2828124,4658831,4658831rid
2828123,4658830,4658830rid
2828122,4658829,4658829rid
2828121,4658828,4658828rid
2828111,4658827,4658827rid
2828091,4658826,4658826rid
2828090,4658825,4658825rid
2828089,4658824,4658824rid
2828088,4658823,4658823rid
2828087,4658822,4658822rid
2828083,4658821,4658821rid
2828560,4658820,4658820rid
2828559,4658819,4658819rid
2828558,4658818,4658818rid
2828555,4658817,4658817rid
2828529,4658816,4658816rid
2828527,4658815,4658815rid
2828515,4658814,4658814rid
2828514,4658813,4658813rid
2828512,4658812,4658812rid
2828506,4658811,4658811rid
2828499,4658810,4658810rid
2828498,4658809,4658809rid
2828485,4658808,4658808rid
2828484,4658807,4658807rid
2828480,4658806,4658806rid
2829070,4658805,4658805rid
2829061,4658804,4658804rid
2829060,4658803,4658803rid
2829059,4658802,4658802rid
2828909,4658801,4658801rid
2828905,4658800,4658800rid
2828784,4658799,4658799rid
2828783,4658798,4658798rid
2828782,4658797,4658797rid
2828781,4658796,4658796rid
2828725,4658795,4658795rid
2828633,4658794,4658794rid
2828625,4658793,4658793rid
2828613,4658792,4658792rid
2828561,4658791,4658791rid
2829176,4658790,4658790rid
2829175,4658789,4658789rid
2829174,4658788,4658788rid
2829173,4658787,4658787rid
2829172,4658786,4658786rid
2829171,4658785,4658785rid
2829170,4658784,4658784rid
2829169,4658783,4658783rid
2829161,4658782,4658782rid
2829131,4658781,4658781rid
2829098,4658780,4658780rid
2829074,4658779,4658779rid
2829073,4658778,4658778rid
2829072,4658777,4658777rid
2829071,4658776,4658776rid
2829199,4658775,4658775rid
2829198,4658774,4658774rid
2829197,4658773,4658773rid
2829195,4658772,4658772rid
2829187,4658771,4658771rid
2829186,4658770,4658770rid
2829185,4658769,4658769rid
2829184,4658768,4658768rid
2829183,4658767,4658767rid
2829182,4658766,4658766rid
2829181,4658765,4658765rid
2829180,4658764,4658764rid
2829179,4658763,4658763rid
2829178,4658762,4658762rid
2829177,4658761,4658761rid
2829767,4658760,4658760rid
2829537,4658759,4658759rid
2829478,4658758,4658758rid
2829477,4658757,4658757rid
2829260,4658756,4658756rid
2829233,4658755,4658755rid
2829232,4658754,4658754rid
2829211,4658753,4658753rid
2829209,4658752,4658752rid
2829207,4658751,4658751rid
2829206,4658750,4658750rid
2829204,4658749,4658749rid
2829203,4658748,4658748rid
2829201,4658747,4658747rid
2829200,4658746,4658746rid
2830073,4658745,4658745rid
2830072,4658744,4658744rid
2830071,4658743,4658743rid
2830070,4658742,4658742rid
2830069,4658741,4658741rid
2830068,4658740,4658740rid
2829958,4658739,4658739rid
2829903,4658738,4658738rid
2829902,4658737,4658737rid
2829901,4658736,4658736rid
2829900,4658735,4658735rid
2829899,4658734,4658734rid
2829896,4658733,4658733rid
2829886,4658732,4658732rid
2829768,4658731,4658731rid
2830096,4658730,4658730rid
2830095,4658729,4658729rid
2830094,4658728,4658728rid
2830093,4658727,4658727rid
2830092,4658726,4658726rid
2830091,4658725,4658725rid
2830089,4658724,4658724rid
2830088,4658723,4658723rid
2830087,4658722,4658722rid
2830082,4658721,4658721rid
2830080,4658720,4658720rid
2830079,4658719,4658719rid
2830078,4658718,4658718rid
2830075,4658717,4658717rid
2830074,4658716,4658716rid
2830196,4658715,4658715rid
2830171,4658714,4658714rid
2830169,4658713,4658713rid
2830168,4658712,4658712rid
2830166,4658711,4658711rid
2830161,4658710,4658710rid
2830160,4658709,4658709rid
2830149,4658708,4658708rid
2830148,4658707,4658707rid
2830147,4658706,4658706rid
2830142,4658705,4658705rid
2830138,4658704,4658704rid
2830137,4658703,4658703rid
2830098,4658702,4658702rid
2830097,4658701,4658701rid
2830450,4658700,4658700rid
2830449,4658699,4658699rid
2830448,4658698,4658698rid
2830447,4658697,4658697rid
2830446,4658696,4658696rid
2830445,4658695,4658695rid
2830444,4658694,4658694rid
2830443,4658693,4658693rid
2830442,4658692,4658692rid
2830441,4658691,4658691rid
2830440,4658690,4658690rid
2830439,4658689,4658689rid
2830438,4658688,4658688rid
2830394,4658687,4658687rid
2830312,4658686,4658686rid
2830870,4658685,4658685rid
2830850,4658684,4658684rid
2830843,4658683,4658683rid
2830834,4658682,4658682rid
2830826,4658681,4658681rid
2830821,4658680,4658680rid
2830814,4658679,4658679rid
2830811,4658678,4658678rid
2830810,4658677,4658677rid
2830809,4658676,4658676rid
2830806,4658675,4658675rid
2830454,4658674,4658674rid
2830453,4658673,4658673rid
2830452,4658672,4658672rid
2830451,4658671,4658671rid
2831870,4658670,4658670rid
2831869,4658669,4658669rid
2831830,4658668,4658668rid
2831782,4658667,4658667rid
2831738,4658666,4658666rid
2831670,4658665,4658665rid
2831438,4658664,4658664rid
2831382,4658663,4658663rid
2831370,4658662,4658662rid
2831350,4658661,4658661rid
2831287,4658660,4658660rid
2830927,4658659,4658659rid
2830924,4658658,4658658rid
2830923,4658657,4658657rid
2830878,4658656,4658656rid
2832343,4658655,4658655rid
2832342,4658654,4658654rid
2832341,4658653,4658653rid
2832340,4658652,4658652rid
2832339,4658651,4658651rid
2832336,4658650,4658650rid
2832327,4658649,4658649rid
2832307,4658648,4658648rid
2832296,4658647,4658647rid
2832241,4658646,4658646rid
2832235,4658645,4658645rid
2832228,4658644,4658644rid
2832225,4658643,4658643rid
2832223,4658642,4658642rid
2831875,4658641,4658641rid
2832364,4658640,4658640rid
2832363,4658639,4658639rid
2832362,4658638,4658638rid
2832361,4658637,4658637rid
2832360,4658636,4658636rid
2832359,4658635,4658635rid
2832358,4658634,4658634rid
2832357,4658633,4658633rid
2832356,4658632,4658632rid
2832355,4658631,4658631rid
2832353,4658630,4658630rid
2832351,4658629,4658629rid
2832350,4658628,4658628rid
2832349,4658627,4658627rid
2832348,4658626,4658626rid
2832959,4658625,4658625rid
2832958,4658624,4658624rid
2832957,4658623,4658623rid
2832956,4658622,4658622rid
2832903,4658621,4658621rid
2832380,4658620,4658620rid
2832379,4658619,4658619rid
2832378,4658618,4658618rid
2832377,4658617,4658617rid
2832376,4658616,4658616rid
2832375,4658615,4658615rid
2832368,4658614,4658614rid
2832367,4658613,4658613rid
2832366,4658612,4658612rid
2832365,4658611,4658611rid
2833360,4658610,4658610rid
2833359,4658609,4658609rid
2833353,4658608,4658608rid
2833352,4658607,4658607rid
2833280,4658606,4658606rid
2833264,4658605,4658605rid
2833241,4658604,4658604rid
2833117,4658603,4658603rid
2832966,4658602,4658602rid
2832965,4658601,4658601rid
2832964,4658600,4658600rid
2832963,4658599,4658599rid
2832962,4658598,4658598rid
2832961,4658597,4658597rid
2832960,4658596,4658596rid
2833585,4658595,4658595rid
2833565,4658594,4658594rid
2833564,4658593,4658593rid
2833563,4658592,4658592rid
2833561,4658591,4658591rid
2833560,4658590,4658590rid
2833559,4658589,4658589rid
2833558,4658588,4658588rid
2833557,4658587,4658587rid
2833556,4658586,4658586rid
2833555,4658585,4658585rid
2833554,4658584,4658584rid
2833407,4658583,4658583rid
2833406,4658582,4658582rid
2833370,4658581,4658581rid
2833696,4658580,4658580rid
2833694,4658579,4658579rid
2833689,4658578,4658578rid
2833687,4658577,4658577rid
2833681,4658576,4658576rid
2833638,4658575,4658575rid
2833635,4658574,4658574rid
2833630,4658573,4658573rid
2833628,4658572,4658572rid
2833626,4658571,4658571rid
2833622,4658570,4658570rid
2833615,4658569,4658569rid
2833612,4658568,4658568rid
2833606,4658567,4658567rid
2833605,4658566,4658566rid
2833884,4658565,4658565rid
2833883,4658564,4658564rid
2833882,4658563,4658563rid
2833880,4658562,4658562rid
2833879,4658561,4658561rid
2833878,4658560,4658560rid
2833876,4658559,4658559rid
2833874,4658558,4658558rid
2833866,4658557,4658557rid
2833863,4658556,4658556rid
2833862,4658555,4658555rid
2833859,4658554,4658554rid
2833857,4658553,4658553rid
2833852,4658552,4658552rid
2833714,4658551,4658551rid
2833899,4658550,4658550rid
2833898,4658549,4658549rid
2833897,4658548,4658548rid
2833896,4658547,4658547rid
2833895,4658546,4658546rid
2833894,4658545,4658545rid
2833893,4658544,4658544rid
2833892,4658543,4658543rid
2833891,4658542,4658542rid
2833890,4658541,4658541rid
2833889,4658540,4658540rid
2833888,4658539,4658539rid
2833887,4658538,4658538rid
2833886,4658537,4658537rid
2833885,4658536,4658536rid
2833914,4658535,4658535rid
2833913,4658534,4658534rid
2833912,4658533,4658533rid
2833911,4658532,4658532rid
2833910,4658531,4658531rid
2833909,4658530,4658530rid
2833908,4658529,4658529rid
2833907,4658528,4658528rid
2833906,4658527,4658527rid
2833905,4658526,4658526rid
2833904,4658525,4658525rid
2833903,4658524,4658524rid
2833902,4658523,4658523rid
2833901,4658522,4658522rid
2833900,4658521,4658521rid
2833929,4658520,4658520rid
2833928,4658519,4658519rid
2833927,4658518,4658518rid
2833926,4658517,4658517rid
2833925,4658516,4658516rid
2833924,4658515,4658515rid
2833923,4658514,4658514rid
2833922,4658513,4658513rid
2833921,4658512,4658512rid
2833920,4658511,4658511rid
2833919,4658510,4658510rid
2833918,4658509,4658509rid
2833917,4658508,4658508rid
2833916,4658507,4658507rid
2833915,4658506,4658506rid
2833944,4658505,4658505rid
2833943,4658504,4658504rid
2833942,4658503,4658503rid
2833941,4658502,4658502rid
2833940,4658501,4658501rid
2833939,4658500,4658500rid
2833938,4658499,4658499rid
2833937,4658498,4658498rid
2833936,4658497,4658497rid
2833935,4658496,4658496rid
2833934,4658495,4658495rid
2833933,4658494,4658494rid
2833932,4658493,4658493rid
2833931,4658492,4658492rid
2833930,4658491,4658491rid
2833959,4658490,4658490rid
2833958,4658489,4658489rid
2833957,4658488,4658488rid
2833956,4658487,4658487rid
2833955,4658486,4658486rid
2833954,4658485,4658485rid
2833953,4658484,4658484rid
2833952,4658483,4658483rid
2833951,4658482,4658482rid
2833950,4658481,4658481rid
2833949,4658480,4658480rid
2833948,4658479,4658479rid
2833947,4658478,4658478rid
2833946,4658477,4658477rid
2833945,4658476,4658476rid
2834064,4658475,4658475rid
2834063,4658474,4658474rid
2834031,4658473,4658473rid
2834013,4658472,4658472rid
2834011,4658471,4658471rid
2834010,4658470,4658470rid
2833975,4658469,4658469rid
2833972,4658468,4658468rid
2833971,4658467,4658467rid
2833970,4658466,4658466rid
2833969,4658465,4658465rid
2833963,4658464,4658464rid
2833962,4658463,4658463rid
2833961,4658462,4658462rid
2833960,4658461,4658461rid
2834095,4658460,4658460rid
2834094,4658459,4658459rid
2834092,4658458,4658458rid
2834091,4658457,4658457rid
2834090,4658456,4658456rid
2834083,4658455,4658455rid
2834082,4658454,4658454rid
2834081,4658453,4658453rid
2834080,4658452,4658452rid
2834079,4658451,4658451rid
2834078,4658450,4658450rid
2834077,4658449,4658449rid
2834076,4658448,4658448rid
2834070,4658447,4658447rid
2834065,4658446,4658446rid
2834121,4658445,4658445rid
2834120,4658444,4658444rid
2834119,4658443,4658443rid
2834118,4658442,4658442rid
2834116,4658441,4658441rid
2834115,4658440,4658440rid
2834114,4658439,4658439rid
2834113,4658438,4658438rid
2834112,4658437,4658437rid
2834111,4658436,4658436rid
2834100,4658435,4658435rid
2834099,4658434,4658434rid
2834098,4658433,4658433rid
2834097,4658432,4658432rid
2834096,4658431,4658431rid
2834331,4658430,4658430rid
2834321,4658429,4658429rid
2834310,4658428,4658428rid
2834226,4658427,4658427rid
2834225,4658426,4658426rid
2834224,4658425,4658425rid
2834223,4658424,4658424rid
2834220,4658423,4658423rid
2834219,4658422,4658422rid
2834213,4658421,4658421rid
2834126,4658420,4658420rid
2834125,4658419,4658419rid
2834124,4658418,4658418rid
2834123,4658417,4658417rid
2834122,4658416,4658416rid
2834369,4658415,4658415rid
2834368,4658414,4658414rid
2834367,4658413,4658413rid
2834366,4658412,4658412rid
2834365,4658411,4658411rid
2834364,4658410,4658410rid
2834363,4658409,4658409rid
2834362,4658408,4658408rid
2834361,4658407,4658407rid
2834354,4658406,4658406rid
2834353,4658405,4658405rid
2834352,4658404,4658404rid
2834343,4658403,4658403rid
2834342,4658402,4658402rid
2834336,4658401,4658401rid
2834431,4658400,4658400rid
2834407,4658399,4658399rid
2834406,4658398,4658398rid
2834405,4658397,4658397rid
2834404,4658396,4658396rid
2834403,4658395,4658395rid
2834402,4658394,4658394rid
2834401,4658393,4658393rid
2834376,4658392,4658392rid
2834375,4658391,4658391rid
2834374,4658390,4658390rid
2834373,4658389,4658389rid
2834372,4658388,4658388rid
2834371,4658387,4658387rid
2834370,4658386,4658386rid
2834453,4658385,4658385rid
2834452,4658384,4658384rid
2834451,4658383,4658383rid
2834450,4658382,4658382rid
2834449,4658381,4658381rid
2834448,4658380,4658380rid
2834447,4658379,4658379rid
2834446,4658378,4658378rid
2834445,4658377,4658377rid
2834444,4658376,4658376rid
2834443,4658375,4658375rid
2834442,4658374,4658374rid
2834441,4658373,4658373rid
2834440,4658372,4658372rid
