OldDamAssetId,RunnerId,NewDamAssetId
2169833,5318626,5318626rid
2169832,5318625,5318625rid
2169831,5318624,5318624rid
2168701,5318623,5318623rid
2168700,5318621,5318621rid
2168699,5318620,5318620rid
2168697,5318619,5318619rid
2168696,5318618,5318618rid
2168695,5318617,5318617rid
2168694,5318616,5318616rid
2168693,5318615,5318615rid
2168692,5318614,5318614rid
2168225,5318613,5318613rid
2168223,5318612,5318612rid
2168222,5318611,5318611rid
2168221,5318610,5318610rid
2168220,5318609,5318609rid
2168219,5318608,5318608rid
2168218,5318607,5318607rid
2168217,5318606,5318606rid
2168216,5318605,5318605rid
2168056,5318604,5318604rid
2168054,5318603,5318603rid
2168053,5318602,5318602rid
2168052,5318601,5318601rid
2168051,5318600,5318600rid
2168050,5318599,5318599rid
2168049,5318598,5318598rid
2168047,5318597,5318597rid
2168046,5318596,5318596rid
2168033,5318595,5318595rid
2168032,5318594,5318594rid
2168031,5318593,5318593rid
2168030,5318592,5318592rid
2168027,5318591,5318591rid
2168025,5318590,5318590rid
2168024,5318589,5318589rid
2168023,5318588,5318588rid
2168022,5318587,5318587rid
2168021,5318586,5318586rid
2168018,5318585,5318585rid
2168017,5318584,5318584rid
2168016,5318583,5318583rid
2168015,5318582,5318582rid
2168014,5318581,5318581rid
2168013,5318580,5318580rid
2168012,5318579,5318579rid
2168011,5318578,5318578rid
2168008,5318577,5318577rid
2168007,5318576,5318576rid
2168006,5318575,5318575rid
2168003,5318574,5318574rid
2168002,5318573,5318573rid
2168001,5318572,5318572rid
2168000,5318571,5318571rid
2167999,5318570,5318570rid
2167998,5318569,5318569rid
2167997,5318568,5318568rid
2167996,5318567,5318567rid
2167995,5318566,5318566rid
2167994,5318565,5318565rid
2167993,5318564,5318564rid
2167992,5318563,5318563rid
2167991,5318562,5318562rid
2167985,5318561,5318561rid
2167970,5318560,5318560rid
2167964,5318559,5318559rid
2167963,5318558,5318558rid
2167951,5318557,5318557rid
2167950,5318556,5318556rid
2167949,5318555,5318555rid
2167944,5318554,5318554rid
2167943,5318553,5318553rid
2167941,5318552,5318552rid
2167940,5318551,5318551rid
2167938,5318550,5318550rid
2167937,5318549,5318549rid
2167935,5318548,5318548rid
2167933,5318547,5318547rid
2167925,5318546,5318546rid
2167917,5318545,5318545rid
2167916,5318544,5318544rid
2167914,5318543,5318543rid
2167913,5318542,5318542rid
2167912,5318541,5318541rid
2167911,5318540,5318540rid
2167910,5318539,5318539rid
2167909,5318538,5318538rid
2167908,5318537,5318537rid
2167907,5318536,5318536rid
2167876,5318535,5318535rid
2167875,5318534,5318534rid
2167874,5318533,5318533rid
2167873,5318532,5318532rid
2167872,5318531,5318531rid
2167871,5318530,5318530rid
2167870,5318529,5318529rid
2167869,5318528,5318528rid
2167868,5318527,5318527rid
2167858,5318526,5318526rid
2167857,5318525,5318525rid
2167856,5318524,5318524rid
2167855,5318523,5318523rid
2167854,5318522,5318522rid
2167853,5318521,5318521rid
2167852,5318520,5318520rid
2167851,5318519,5318519rid
2167849,5318518,5318518rid
2167848,5318517,5318517rid
2167847,5318516,5318516rid
2167846,5318515,5318515rid
2167844,5318514,5318514rid
2167843,5318513,5318513rid
2167841,5318512,5318512rid
2167840,5318511,5318511rid
2167839,5318510,5318510rid
2167838,5318509,5318509rid
2167836,5318508,5318508rid
2167833,5318507,5318507rid
2167832,5318506,5318506rid
2167831,5318505,5318505rid
2167830,5318504,5318504rid
2167829,5318503,5318503rid
2167828,5318502,5318502rid
2167827,5318501,5318501rid
2167826,5318500,5318500rid
2167821,5318499,5318499rid
2167820,5318498,5318498rid
2167818,5318497,5318497rid
2167817,5318496,5318496rid
2167816,5318495,5318495rid
2167815,5318494,5318494rid
2167814,5318493,5318493rid
2167813,5318492,5318492rid
2167812,5318491,5318491rid
2167811,5318490,5318490rid
2167810,5318489,5318489rid
2167809,5318488,5318488rid
2167807,5318487,5318487rid
2167806,5318486,5318486rid
2167805,5318485,5318485rid
2167804,5318484,5318484rid
2167803,5318483,5318483rid
2167802,5318482,5318482rid
2167800,5318481,5318481rid
2167799,5318480,5318480rid
2167797,5318479,5318479rid
2167796,5318478,5318478rid
2167795,5318477,5318477rid
2167794,5318476,5318476rid
2167793,5318475,5318475rid
2167792,5318474,5318474rid
2167791,5318473,5318473rid
2167786,5318472,5318472rid
2167782,5318471,5318471rid
2167781,5318470,5318470rid
2167780,5318469,5318469rid
2167779,5318468,5318468rid
2167778,5318467,5318467rid
2167777,5318466,5318466rid
2167771,5318465,5318465rid
2167769,5318464,5318464rid
2167768,5318463,5318463rid
2167763,5318462,5318462rid
2167762,5318461,5318461rid
2167761,5318460,5318460rid
2167759,5318459,5318459rid
2167758,5318458,5318458rid
2167757,5318457,5318457rid
2167635,5318456,5318456rid
2167634,5318455,5318455rid
2167633,5318454,5318454rid
2167617,5318453,5318453rid
2167614,5318452,5318452rid
2167613,5318451,5318451rid
2167610,5318450,5318450rid
2167608,5318449,5318449rid
2167605,5318448,5318448rid
2167216,5318447,5318447rid
2167167,5318446,5318446rid
2167166,5318445,5318445rid
2167165,5318444,5318444rid
2167164,5318443,5318443rid
2167163,5318442,5318442rid
2167141,5318441,5318441rid
2167139,5318440,5318440rid
2167116,5318439,5318439rid
2167104,5318438,5318438rid
2167072,5318437,5318437rid
2167071,5318436,5318436rid
2167029,5318435,5318435rid
2166985,5318434,5318434rid
2166984,5318433,5318433rid
2166983,5318432,5318432rid
2166982,5318431,5318431rid
2166981,5318430,5318430rid
2166904,5318429,5318429rid
2166903,5318428,5318428rid
2166902,5318427,5318427rid
2166901,5318426,5318426rid
2166883,5318425,5318425rid
2166882,5318424,5318424rid
2166881,5318423,5318423rid
2166880,5318422,5318422rid
2166878,5318421,5318421rid
2166848,5318420,5318420rid
2166847,5318419,5318419rid
2166844,5318418,5318418rid
2166842,5318417,5318417rid
2166841,5318416,5318416rid
2166839,5318415,5318415rid
2166836,5318414,5318414rid
2166835,5318413,5318413rid
2166834,5318412,5318412rid
2164712,5318411,5318411rid
2164710,5318410,5318410rid
2164709,5318409,5318409rid
2164708,5318408,5318408rid
2164707,5318407,5318407rid
2164706,5318406,5318406rid
2164704,5318405,5318405rid
2164703,5318404,5318404rid
2164701,5318403,5318403rid
2164615,5318402,5318402rid
2164614,5318401,5318401rid
2164613,5318400,5318400rid
2164612,5318399,5318399rid
2164611,5318398,5318398rid
2164610,5318397,5318397rid
2164609,5318396,5318396rid
2164608,5318395,5318395rid
2164607,5318394,5318394rid
2164606,5318393,5318393rid
2164605,5318392,5318392rid
2164604,5318391,5318391rid
2164603,5318390,5318390rid
2164602,5318389,5318389rid
2164601,5318388,5318388rid
2164600,5318387,5318387rid
2164599,5318386,5318386rid
2164598,5318385,5318385rid
2164595,5318384,5318384rid
2164594,5318383,5318383rid
2164593,5318382,5318382rid
2164591,5318381,5318381rid
2164589,5318380,5318380rid
2164587,5318379,5318379rid
2164586,5318378,5318378rid
2164585,5318377,5318377rid
2164583,5318376,5318376rid
2164581,5318375,5318375rid
2164579,5318374,5318374rid
2164577,5318373,5318373rid
2164576,5318372,5318372rid
2164575,5318371,5318371rid
2164574,5318369,5318369rid
2164573,5318368,5318368rid
2164572,5318367,5318367rid
2164571,5318366,5318366rid
2164541,5318365,5318365rid
2164540,5318364,5318364rid
2164539,5318363,5318363rid
2164538,5318362,5318362rid
2164537,5318361,5318361rid
2164535,5318360,5318360rid
2164534,5318359,5318359rid
2164533,5318358,5318358rid
2164532,5318357,5318357rid
2164039,5318356,5318356rid
2164038,5318355,5318355rid
2164037,5318354,5318354rid
2164036,5318353,5318353rid
2164034,5318352,5318352rid
2164031,5318351,5318351rid
2164030,5318350,5318350rid
2164029,5318349,5318349rid
2164028,5318348,5318348rid
2164024,5318347,5318347rid
2164023,5318346,5318346rid
2164022,5318345,5318345rid
2164020,5318344,5318344rid
2164019,5318343,5318343rid
2164018,5318342,5318342rid
2164017,5318341,5318341rid
2164016,5318340,5318340rid
2164015,5318339,5318339rid
2163762,5318338,5318338rid
2163758,5318337,5318337rid
2163757,5318336,5318336rid
2163756,5318335,5318335rid
2163755,5318334,5318334rid
2163754,5318333,5318333rid
2163753,5318332,5318332rid
2163751,5318331,5318331rid
2163750,5318330,5318330rid
2163694,5318329,5318329rid
2163693,5318328,5318328rid
2163692,5318327,5318327rid
2163691,5318326,5318326rid
2163690,5318325,5318325rid
2163689,5318324,5318324rid
2163687,5318323,5318323rid
2163685,5318322,5318322rid
2163684,5318321,5318321rid
2163663,5318320,5318320rid
2163662,5318319,5318319rid
2163661,5318318,5318318rid
2163660,5318317,5318317rid
2163659,5318316,5318316rid
2163658,5318315,5318315rid
2163657,5318314,5318314rid
2163656,5318313,5318313rid
2163654,5318312,5318312rid
2163199,5318311,5318311rid
2163198,5318310,5318310rid
2163197,5318309,5318309rid
2163196,5318308,5318308rid
2163195,5318307,5318307rid
2163194,5318306,5318306rid
2163193,5318305,5318305rid
2163192,5318304,5318304rid
2163191,5318303,5318303rid
2163190,5318302,5318302rid
2163189,5318301,5318301rid
2163188,5318300,5318300rid
2163187,5318299,5318299rid
2163186,5318298,5318298rid
2163185,5318297,5318297rid
2163184,5318296,5318296rid
2163183,5318295,5318295rid
2163182,5318294,5318294rid
2163181,5318293,5318293rid
2163180,5318292,5318292rid
2163179,5318291,5318291rid
2163178,5318290,5318290rid
2163177,5318289,5318289rid
2163176,5318288,5318288rid
2163175,5318287,5318287rid
2163174,5318286,5318286rid
2163173,5318285,5318285rid
2163172,5318284,5318284rid
2163171,5318283,5318283rid
2163170,5318282,5318282rid
2163168,5318281,5318281rid
2163167,5318280,5318280rid
2163166,5318279,5318279rid
2163165,5318278,5318278rid
2163164,5318277,5318277rid
2163163,5318276,5318276rid
2163162,5318275,5318275rid
2163161,5318274,5318274rid
2163160,5318273,5318273rid
2163159,5318272,5318272rid
2163157,5318271,5318271rid
2163156,5318270,5318270rid
2163155,5318269,5318269rid
2163154,5318268,5318268rid
2163153,5318267,5318267rid
2163152,5318266,5318266rid
2163151,5318265,5318265rid
2163150,5318264,5318264rid
2163149,5318263,5318263rid
2163148,5318262,5318262rid
2163147,5318261,5318261rid
2163146,5318260,5318260rid
2163145,5318259,5318259rid
2163144,5318258,5318258rid
2163143,5318257,5318257rid
2163142,5318256,5318256rid
2163140,5318255,5318255rid
2163139,5318254,5318254rid
2163138,5318253,5318253rid
2163137,5318252,5318252rid
2163136,5318251,5318251rid
2163135,5318250,5318250rid
2163134,5318249,5318249rid
2163133,5318248,5318248rid
2163132,5318247,5318247rid
2163131,5318246,5318246rid
2163130,5318245,5318245rid
2163129,5318244,5318244rid
2163128,5318243,5318243rid
2163127,5318242,5318242rid
2163126,5318241,5318241rid
2163125,5318240,5318240rid
2163124,5318239,5318239rid
2163123,5318238,5318238rid
2163122,5318237,5318237rid
2163121,5318236,5318236rid
2163120,5318235,5318235rid
2163119,5318234,5318234rid
2163117,5318233,5318233rid
2163116,5318232,5318232rid
2163115,5318231,5318231rid
2163114,5318230,5318230rid
2163113,5318229,5318229rid
2163112,5318228,5318228rid
2163111,5318227,5318227rid
2163109,5318226,5318226rid
2163108,5318225,5318225rid
2163107,5318224,5318224rid
2163106,5318223,5318223rid
2163105,5318222,5318222rid
2163104,5318221,5318221rid
2163103,5318220,5318220rid
2163102,5318219,5318219rid
2163101,5318218,5318218rid
2163100,5318217,5318217rid
2163099,5318216,5318216rid
2163098,5318215,5318215rid
2163097,5318214,5318214rid
2163096,5318213,5318213rid
2163095,5318212,5318212rid
2163093,5318211,5318211rid
2163092,5318210,5318210rid
2163091,5318209,5318209rid
2163090,5318208,5318208rid
2163089,5318207,5318207rid
2163088,5318206,5318206rid
2163087,5318205,5318205rid
2163086,5318204,5318204rid
2163085,5318203,5318203rid
2163084,5318202,5318202rid
2163083,5318201,5318201rid
2163081,5318200,5318200rid
2163079,5318199,5318199rid
2163078,5318198,5318198rid
2163077,5318197,5318197rid
2163076,5318196,5318196rid
2163075,5318195,5318195rid
2163074,5318194,5318194rid
2163073,5318193,5318193rid
2163072,5318192,5318192rid
2163071,5318191,5318191rid
2163070,5318190,5318190rid
2163069,5318189,5318189rid
2163068,5318188,5318188rid
2163067,5318187,5318187rid
2163066,5318186,5318186rid
2163065,5318185,5318185rid
2163064,5318184,5318184rid
2163062,5318183,5318183rid
2163060,5318182,5318182rid
2163059,5318181,5318181rid
2163058,5318180,5318180rid
2163057,5318179,5318179rid
2163056,5318178,5318178rid
2163055,5318177,5318177rid
2163054,5318176,5318176rid
2163053,5318175,5318175rid
2163052,5318174,5318174rid
2163050,5318173,5318173rid
2163049,5318172,5318172rid
2163048,5318171,5318171rid
2163047,5318170,5318170rid
2163046,5318169,5318169rid
2163045,5318168,5318168rid
2163044,5318167,5318167rid
2163042,5318166,5318166rid
2163041,5318165,5318165rid
2163040,5318164,5318164rid
2163039,5318163,5318163rid
2163038,5318162,5318162rid
2163037,5318161,5318161rid
2163036,5318160,5318160rid
2163035,5318159,5318159rid
2163034,5318158,5318158rid
2163033,5318157,5318157rid
2163032,5318156,5318156rid
2163030,5318155,5318155rid
2163029,5318154,5318154rid
2163028,5318153,5318153rid
2163026,5318152,5318152rid
2163025,5318151,5318151rid
2163024,5318150,5318150rid
2163023,5318149,5318149rid
2163022,5318148,5318148rid
2163021,5318147,5318147rid
2163020,5318146,5318146rid
2163019,5318145,5318145rid
2163018,5318144,5318144rid
2163017,5318143,5318143rid
2163014,5318142,5318142rid
2163013,5318141,5318141rid
2163012,5318140,5318140rid
2163011,5318139,5318139rid
2163010,5318138,5318138rid
2163009,5318137,5318137rid
2163007,5318136,5318136rid
2163006,5318135,5318135rid
2163005,5318134,5318134rid
2163002,5318133,5318133rid
2163001,5318132,5318132rid
2163000,5318131,5318131rid
2162999,5318130,5318130rid
2162998,5318129,5318129rid
2162997,5318128,5318128rid
2162996,5318127,5318127rid
2162994,5318126,5318126rid
2162993,5318125,5318125rid
2162992,5318124,5318124rid
2162991,5318123,5318123rid
2162990,5318122,5318122rid
2162989,5318121,5318121rid
2162988,5318120,5318120rid
2162987,5318119,5318119rid
2162986,5318118,5318118rid
2162985,5318117,5318117rid
2162984,5318116,5318116rid
2162983,5318115,5318115rid
2162982,5318114,5318114rid
2162981,5318113,5318113rid
2162980,5318112,5318112rid
2162978,5318111,5318111rid
2162977,5318110,5318110rid
2162975,5318109,5318109rid
2162974,5318108,5318108rid
2162973,5318107,5318107rid
2162972,5318106,5318106rid
2162971,5318105,5318105rid
2162970,5318104,5318104rid
2162969,5318103,5318103rid
2162968,5318102,5318102rid
2162967,5318101,5318101rid
2162966,5318100,5318100rid
2162965,5318099,5318099rid
2162928,5318098,5318098rid
2162927,5318097,5318097rid
2162922,5318096,5318096rid
2162921,5318095,5318095rid
2162920,5318094,5318094rid
2162919,5318093,5318093rid
2162916,5318092,5318092rid
2162915,5318091,5318091rid
2162913,5318090,5318090rid
2162912,5318089,5318089rid
2162911,5318088,5318088rid
2162908,5318087,5318087rid
2162907,5318086,5318086rid
2162905,5318085,5318085rid
2162904,5318084,5318084rid
2162895,5318083,5318083rid
2162890,5318082,5318082rid
2162866,5318081,5318081rid
2162863,5318080,5318080rid
2162862,5318079,5318079rid
2162861,5318078,5318078rid
2162858,5318077,5318077rid
2162857,5318076,5318076rid
2162856,5318075,5318075rid
2162855,5318074,5318074rid
2162853,5318073,5318073rid
2162852,5318072,5318072rid
2162851,5318071,5318071rid
2162848,5318070,5318070rid
2162847,5318069,5318069rid
2162846,5318068,5318068rid
2162845,5318067,5318067rid
2162844,5318066,5318066rid
2162842,5318065,5318065rid
2162840,5318064,5318064rid
2162839,5318063,5318063rid
2162838,5318062,5318062rid
2162837,5318061,5318061rid
2162836,5318060,5318060rid
2162835,5318059,5318059rid
2162831,5318058,5318058rid
2162830,5318057,5318057rid
2162829,5318056,5318056rid
2162828,5318055,5318055rid
2162827,5318054,5318054rid
2162826,5318053,5318053rid
2162824,5318052,5318052rid
2162823,5318051,5318051rid
2162822,5318050,5318050rid
2162821,5318049,5318049rid
2162820,5318048,5318048rid
2162819,5318047,5318047rid
2162818,5318046,5318046rid
2162816,5318045,5318045rid
2162815,5318044,5318044rid
2162814,5318043,5318043rid
2162813,5318042,5318042rid
2162812,5318041,5318041rid
2162811,5318040,5318040rid
2162808,5318039,5318039rid
2162807,5318038,5318038rid
2162806,5318037,5318037rid
2162805,5318036,5318036rid
2162804,5318035,5318035rid
2162803,5318034,5318034rid
2162802,5318033,5318033rid
2162801,5318032,5318032rid
2162800,5318031,5318031rid
2162799,5318030,5318030rid
2162798,5318029,5318029rid
2162797,5318028,5318028rid
2162796,5318027,5318027rid
2162795,5318026,5318026rid
2162793,5318025,5318025rid
2162792,5318024,5318024rid
2162791,5318023,5318023rid
2162790,5318022,5318022rid
2162789,5318021,5318021rid
2162788,5318020,5318020rid
2162787,5318019,5318019rid
2162786,5318018,5318018rid
2162785,5318017,5318017rid
2162784,5318016,5318016rid
2162782,5318015,5318015rid
2162781,5318014,5318014rid
2162780,5318013,5318013rid
2162779,5318012,5318012rid
2162778,5318011,5318011rid
2162777,5318010,5318010rid
2162776,5318009,5318009rid
2162775,5318008,5318008rid
2162774,5318007,5318007rid
2162772,5318006,5318006rid
2162771,5318005,5318005rid
2162769,5318004,5318004rid
2162767,5318003,5318003rid
2162766,5318002,5318002rid
2162763,5318001,5318001rid
2162762,5318000,5318000rid
2162761,5317999,5317999rid
2162760,5317998,5317998rid
2162759,5317997,5317997rid
2162758,5317996,5317996rid
2162757,5317995,5317995rid
2162756,5317994,5317994rid
2162755,5317993,5317993rid
2162754,5317992,5317992rid
2162753,5317991,5317991rid
2162752,5317990,5317990rid
2162751,5317989,5317989rid
2162719,5317988,5317988rid
2162718,5317987,5317987rid
2162717,5317986,5317986rid
2162716,5317985,5317985rid
2162715,5317984,5317984rid
2162714,5317983,5317983rid
2162713,5317982,5317982rid
2162712,5317981,5317981rid
2162711,5317980,5317980rid
2162708,5317979,5317979rid
2162706,5317978,5317978rid
2162705,5317977,5317977rid
2162704,5317976,5317976rid
2162703,5317975,5317975rid
2162702,5317974,5317974rid
2162701,5317973,5317973rid
2162700,5317972,5317972rid
2162699,5317971,5317971rid
2162697,5317970,5317970rid
2162696,5317969,5317969rid
2162695,5317968,5317968rid
2162694,5317967,5317967rid
2162693,5317966,5317966rid
2162692,5317965,5317965rid
2162691,5317964,5317964rid
2162690,5317963,5317963rid
2162689,5317962,5317962rid
2162688,5317961,5317961rid
2162687,5317960,5317960rid
2162686,5317958,5317958rid
2162685,5317957,5317957rid
2162684,5317956,5317956rid
2162683,5317955,5317955rid
2162682,5317954,5317954rid
2162681,5317953,5317953rid
2162680,5317952,5317952rid
2162679,5317951,5317951rid
2162678,5317950,5317950rid
2162674,5317949,5317949rid
2162673,5317948,5317948rid
2162672,5317947,5317947rid
2162671,5317946,5317946rid
2162670,5317945,5317945rid
2162669,5317944,5317944rid
2162668,5317943,5317943rid
2162666,5317942,5317942rid
2162665,5317941,5317941rid
2162662,5317940,5317940rid
2162660,5317939,5317939rid
2162659,5317938,5317938rid
2162658,5317937,5317937rid
2162656,5317936,5317936rid
2162655,5317935,5317935rid
2162654,5317934,5317934rid
2162494,5317933,5317933rid
2162493,5317932,5317932rid
2162492,5317931,5317931rid
2162491,5317930,5317930rid
2162490,5317929,5317929rid
2162489,5317928,5317928rid
2162488,5317927,5317927rid
2162487,5317926,5317926rid
2162486,5317925,5317925rid
2162453,5317924,5317924rid
2162452,5317923,5317923rid
2162451,5317922,5317922rid
2162450,5317921,5317921rid
2162449,5317920,5317920rid
2162448,5317919,5317919rid
2162447,5317918,5317918rid
2162446,5317917,5317917rid
2162445,5317916,5317916rid
2162444,5317915,5317915rid
2162443,5317914,5317914rid
2162442,5317913,5317913rid
2162441,5317912,5317912rid
2162440,5317911,5317911rid
2162439,5317910,5317910rid
2162438,5317909,5317909rid
2162437,5317908,5317908rid
2162436,5317907,5317907rid
2162435,5317906,5317906rid
2162434,5317905,5317905rid
2162433,5317904,5317904rid
2162432,5317903,5317903rid
2162431,5317902,5317902rid
2162430,5317901,5317901rid
2162429,5317900,5317900rid
2162428,5317899,5317899rid
2162427,5317898,5317898rid
2162425,5317897,5317897rid
2162424,5317896,5317896rid
2162423,5317895,5317895rid
2162422,5317894,5317894rid
2162421,5317893,5317893rid
2162420,5317892,5317892rid
2162419,5317891,5317891rid
2162418,5317890,5317890rid
2162417,5317889,5317889rid
2162416,5317888,5317888rid
2162415,5317887,5317887rid
2162414,5317886,5317886rid
2162413,5317885,5317885rid
2162412,5317884,5317884rid
2162411,5317883,5317883rid
2162410,5317882,5317882rid
2162409,5317881,5317881rid
2162408,5317880,5317880rid
2162407,5317879,5317879rid
2162406,5317878,5317878rid
2162405,5317877,5317877rid
2162404,5317876,5317876rid
2162403,5317875,5317875rid
2162402,5317874,5317874rid
2162401,5317873,5317873rid
2162400,5317872,5317872rid
2162399,5317871,5317871rid
2162398,5317870,5317870rid
2162395,5317869,5317869rid
2162394,5317868,5317868rid
2162393,5317867,5317867rid
2162392,5317866,5317866rid
2162391,5317865,5317865rid
2162390,5317864,5317864rid
2162389,5317863,5317863rid
2162388,5317862,5317862rid
2162387,5317861,5317861rid
2162386,5317860,5317860rid
2162383,5317859,5317859rid
2162382,5317858,5317858rid
2162381,5317857,5317857rid
2162380,5317856,5317856rid
2162379,5317855,5317855rid
2162377,5317854,5317854rid
2162376,5317853,5317853rid
2162375,5317852,5317852rid
2162374,5317851,5317851rid
2162373,5317850,5317850rid
2162372,5317849,5317849rid
2162371,5317848,5317848rid
2162370,5317847,5317847rid
2162369,5317846,5317846rid
2162368,5317845,5317845rid
2162367,5317844,5317844rid
2162365,5317843,5317843rid
2162364,5317842,5317842rid
2162363,5317841,5317841rid
2162362,5317840,5317840rid
2162361,5317839,5317839rid
2162360,5317838,5317838rid
2162359,5317837,5317837rid
2162358,5317836,5317836rid
2162356,5317835,5317835rid
2162355,5317834,5317834rid
2162353,5317833,5317833rid
2162352,5317832,5317832rid
2162351,5317831,5317831rid
2162350,5317830,5317830rid
2162349,5317829,5317829rid
2162348,5317828,5317828rid
2162347,5317827,5317827rid
2162346,5317826,5317826rid
2162345,5317825,5317825rid
2162344,5317824,5317824rid
2162342,5317823,5317823rid
2162341,5317822,5317822rid
2162340,5317821,5317821rid
2162339,5317820,5317820rid
2162326,5317819,5317819rid
2162325,5317818,5317818rid
2162324,5317817,5317817rid
2162323,5317816,5317816rid
2162322,5317815,5317815rid
2162321,5317814,5317814rid
2162320,5317813,5317813rid
2162319,5317812,5317812rid
2162318,5317811,5317811rid
2162317,5317810,5317810rid
2162316,5317809,5317809rid
2162315,5317808,5317808rid
2162314,5317807,5317807rid
2162313,5317806,5317806rid
2162312,5317805,5317805rid
2162311,5317804,5317804rid
2162309,5317803,5317803rid
2162308,5317802,5317802rid
2162307,5317801,5317801rid
2162300,5317800,5317800rid
2162292,5317799,5317799rid
2162266,5317798,5317798rid
2162265,5317797,5317797rid
2162249,5317796,5317796rid
2162247,5317795,5317795rid
2162209,5317794,5317794rid
2162202,5317793,5317793rid
2162200,5317792,5317792rid
2162199,5317791,5317791rid
2162177,5317790,5317790rid
2162176,5317789,5317789rid
2162175,5317788,5317788rid
2162174,5317787,5317787rid
2162173,5317786,5317786rid
2162172,5317785,5317785rid
2162171,5317784,5317784rid
2162170,5317783,5317783rid
2162169,5317782,5317782rid
2162166,5317781,5317781rid
2162165,5317780,5317780rid
2162164,5317779,5317779rid
2162163,5317778,5317778rid
2162162,5317777,5317777rid
2162161,5317776,5317776rid
2162160,5317775,5317775rid
2162159,5317774,5317774rid
2162158,5317773,5317773rid
2162157,5317772,5317772rid
2162156,5317771,5317771rid
2162155,5317770,5317770rid
2162153,5317769,5317769rid
2162152,5317768,5317768rid
2162151,5317767,5317767rid
2162150,5317766,5317766rid
2162149,5317765,5317765rid
2162148,5317764,5317764rid
2162147,5317763,5317763rid
2162146,5317762,5317762rid
2162145,5317761,5317761rid
2162144,5317760,5317760rid
2162143,5317759,5317759rid
2162142,5317758,5317758rid
2162141,5317757,5317757rid
2162140,5317756,5317756rid
2162139,5317755,5317755rid
2162138,5317754,5317754rid
2162137,5317753,5317753rid
2162136,5317752,5317752rid
2162135,5317751,5317751rid
2162134,5317750,5317750rid
2162133,5317749,5317749rid
2162132,5317748,5317748rid
2162130,5317747,5317747rid
2162129,5317746,5317746rid
2162128,5317745,5317745rid
2162127,5317744,5317744rid
2162126,5317743,5317743rid
2162124,5317742,5317742rid
2162123,5317741,5317741rid
2162122,5317740,5317740rid
2162120,5317739,5317739rid
2162119,5317738,5317738rid
2162118,5317737,5317737rid
2162117,5317736,5317736rid
2162115,5317735,5317735rid
2162113,5317734,5317734rid
2162112,5317733,5317733rid
2162111,5317732,5317732rid
2162110,5317731,5317731rid
2162109,5317730,5317730rid
2162108,5317729,5317729rid
2162107,5317728,5317728rid
2162106,5317727,5317727rid
2162100,5317726,5317726rid
2162099,5317725,5317725rid
2162098,5317724,5317724rid
2162097,5317723,5317723rid
2162096,5317722,5317722rid
2162095,5317721,5317721rid
2162094,5317720,5317720rid
2162093,5317719,5317719rid
2162092,5317718,5317718rid
2162091,5317717,5317717rid
2162090,5317716,5317716rid
2162089,5317715,5317715rid
2162088,5317714,5317714rid
2162087,5317713,5317713rid
2162086,5317712,5317712rid
2162085,5317711,5317711rid
2162084,5317710,5317710rid
2162083,5317709,5317709rid
2162082,5317708,5317708rid
2162081,5317707,5317707rid
2162080,5317706,5317706rid
2162079,5317705,5317705rid
2162078,5317704,5317704rid
2162077,5317703,5317703rid
2162076,5317702,5317702rid
2162075,5317701,5317701rid
2162074,5317700,5317700rid
2162073,5317699,5317699rid
2162072,5317698,5317698rid
2162071,5317697,5317697rid
2162069,5317696,5317696rid
2162068,5317695,5317695rid
2162067,5317694,5317694rid
2162066,5317693,5317693rid
2162065,5317692,5317692rid
2162064,5317691,5317691rid
2162063,5317690,5317690rid
2162062,5317689,5317689rid
2162061,5317688,5317688rid
2162058,5317687,5317687rid
2162057,5317686,5317686rid
2162056,5317685,5317685rid
2162055,5317684,5317684rid
2162054,5317683,5317683rid
2162053,5317682,5317682rid
2162052,5317681,5317681rid
2162051,5317680,5317680rid
2162050,5317679,5317679rid
2162049,5317678,5317678rid
2162048,5317677,5317677rid
2162047,5317676,5317676rid
2162046,5317675,5317675rid
2162045,5317674,5317674rid
2162044,5317673,5317673rid
2162043,5317672,5317672rid
2162042,5317671,5317671rid
2162041,5317670,5317670rid
2162040,5317669,5317669rid
2162039,5317668,5317668rid
2162038,5317667,5317667rid
2162037,5317666,5317666rid
2162036,5317665,5317665rid
2162035,5317664,5317664rid
2162034,5317663,5317663rid
2162033,5317662,5317662rid
2162032,5317661,5317661rid
2162030,5317660,5317660rid
2162029,5317659,5317659rid
2162028,5317658,5317658rid
2162027,5317657,5317657rid
2162026,5317656,5317656rid
2162025,5317655,5317655rid
2162024,5317654,5317654rid
2162022,5317653,5317653rid
2162021,5317652,5317652rid
2162020,5317651,5317651rid
2162019,5317650,5317650rid
2162018,5317649,5317649rid
2162015,5317648,5317648rid
2162014,5317647,5317647rid
2162012,5317646,5317646rid
2162011,5317645,5317645rid
2162010,5317644,5317644rid
2162009,5317643,5317643rid
2162006,5317642,5317642rid
2162001,5317641,5317641rid
2162000,5317640,5317640rid
2161999,5317639,5317639rid
2161997,5317638,5317638rid
2161996,5317637,5317637rid
2161995,5317636,5317636rid
2161994,5317635,5317635rid
2161993,5317634,5317634rid
2161991,5317633,5317633rid
2161990,5317632,5317632rid
2161989,5317631,5317631rid
2161972,5317630,5317630rid
2161906,5317629,5317629rid
2161902,5317628,5317628rid
2161897,5317627,5317627rid
2161896,5317626,5317626rid
